x,y,z,target
46,51,25,223
91,56,59,380
84,99,34,384
75,91,28,341
28,69,97,457
84,28,94,422
54,10,64,266
67,40,17,198
43,80,1,206
70,17,73,323
16,83,90,452
54,59,94,454
33,21,31,168
55,33,92,397
0,37,84,326
69,30,81,372
22,77,68,380
51,39,28,213
70,18,46,244
68,58,59,361
57,2,61,244
8,4,36,124
63,73,15,254
62,7,44,208
98,91,45,415
13,91,50,345
22,4,4,42
17,37,7,112
39,35,42,235
4,30,48,208
91,33,75,382
6,22,15,95
27,11,70,259
75,25,1,128
25,82,8,213
27,38,68,307
74,1,79,313
71,43,37,268
28,43,63,303
11,14,63,228
48,79,6,224
15,84,50,333
14,73,13,199
40,80,50,350
32,91,2,220
84,16,58,290
65,69,26,281
73,3,38,193
33,26,91,358
96,92,8,304
48,94,65,431
99,36,24,243
11,11,67,234
70,21,21,175
5,37,10,109
63,33,71,342
99,0,32,195
64,42,10,178
1,83,66,365
26,5,49,183
4,57,22,184
62,96,34,356
74,1,58,250
18,83,71,397
83,42,90,437
15,80,68,379
61,56,81,416
0,76,15,197
68,89,27,327
96,15,21,189
72,15,82,348
64,88,25,315
95,6,9,134
24,2,54,190
71,25,52,277
72,23,42,244
20,8,70,246
48,34,60,296
55,41,65,332
3,86,74,397
38,35,47,249
65,57,8,203
30,40,93,389
9,72,21,216
87,36,32,255
66,18,54,264
57,58,31,266
86,86,88,522
6,44,54,256
49,57,72,379
99,8,27,196
68,67,34,304
97,16,60,309
80,76,3,241
70,96,7,283
7,20,63,236
41,96,73,452
82,17,86,374
47,48,0,143
94,31,26,234
48,87,78,456
48,52,9,179
13,35,13,122
9,50,30,199
85,40,3,174
76,75,26,304
46,53,0,152
24,62,32,244
47,17,12,117
27,63,27,234
85,51,16,235
76,34,4,156
89,15,6,137
81,94,48,413
91,84,59,436
87,79,62,431
60,61,35,287
68,92,73,471
31,80,20,251
49,57,32,259
69,27,10,153
19,34,39,204
56,77,80,450
45,30,53,264
16,71,93,437
58,50,34,260
76,35,2,152
72,15,25,177
58,94,30,336
31,97,98,519
28,32,16,140
18,1,55,185
19,44,62,293
7,76,73,378
90,28,33,245
8,91,26,268
26,23,83,321
39,0,54,201
18,69,89,423
56,97,15,295
8,25,75,283
41,26,7,114
6,82,44,302
83,78,24,311
45,46,5,152
15,30,84,327
33,83,84,451
69,42,15,198
22,5,96,320
95,73,39,358
69,97,9,290
71,25,69,328
80,90,24,332
59,82,8,247
37,52,25,216
31,76,37,294
55,96,68,451
21,0,50,171
89,36,25,236
74,85,31,337
85,93,20,331
87,89,37,376
88,55,8,222
9,69,50,297
15,71,60,337
50,97,83,493
10,68,78,380
31,70,93,450
29,84,53,356
57,84,96,513
81,34,87,410
15,67,12,185
39,2,10,73
11,32,93,354
91,13,69,324
95,34,67,364
29,61,55,316
38,89,37,327
42,56,3,163
12,6,21,87
83,77,99,534
67,69,61,388
58,97,67,453
63,64,4,203
49,54,63,346
11,41,44,225
22,25,5,87
21,42,19,162
6,53,57,283
83,9,76,329
1,85,19,228
78,53,15,229
74,92,95,543
44,26,92,372
17,72,48,305
32,39,78,344
62,17,48,240
17,92,75,426
76,12,97,391
76,22,26,198
11,77,65,360
15,74,33,262
33,73,99,476
13,74,3,170
34,24,69,289
48,40,84,380
17,56,60,309
82,83,32,344
80,89,73,477
37,43,92,399
50,31,23,181
54,35,69,331
1,61,31,216
26,83,48,336
20,79,63,367
14,43,63,289
9,8,15,70
69,18,8,129
27,38,35,208
12,42,81,339
59,77,87,474
3,98,73,418
42,41,45,259
89,4,14,139
9,7,85,278
73,22,91,390
28,1,19,87
86,81,88,512
76,68,53,371
14,54,54,284
1,44,30,179
49,42,41,256
71,79,91,502
14,89,43,321
89,61,46,349
39,71,82,427
3,19,99,338
58,90,37,349
40,89,79,455
96,77,4,262
82,10,19,159
8,96,66,398
75,32,40,259
74,61,37,307
4,16,5,51
15,48,62,297
64,39,85,397
65,10,87,346
52,20,32,188
94,34,17,213
30,33,29,183
58,30,71,331
48,91,80,470
28,74,0,176
46,27,53,259
38,0,80,278
86,30,24,218
82,58,81,441
81,72,25,300
39,45,52,285
28,59,91,419
78,94,73,485
16,95,60,386
27,44,16,163
87,27,97,432
25,76,98,471
31,31,89,360
86,94,57,445
20,10,95,325
19,9,24,109
66,96,62,444
58,43,1,147
91,74,88,503
84,99,84,534
81,77,11,268
11,32,85,330
46,20,76,314
86,30,33,245
61,36,34,235
68,58,98,478
3,67,31,230
20,89,40,318
1,19,13,78
34,75,92,460
75,71,58,391
28,91,65,405
97,21,87,400
72,89,66,448
45,78,96,489
53,81,58,389
18,36,53,249
65,70,11,238
56,34,26,202
65,89,45,378
67,78,77,454
57,81,20,279
56,17,93,369
64,42,97,439
69,97,95,548
96,7,47,251
0,11,42,148
57,41,92,415
78,75,55,393
6,5,20,76
6,75,74,378
31,37,16,153
81,48,8,201
23,37,42,223
97,54,55,370
96,82,23,329
28,7,33,141
74,75,19,281
88,54,26,274
86,77,69,447
39,16,49,218
56,0,35,161
19,81,21,244
94,14,81,365
89,1,29,178
58,21,72,316
49,77,18,257
81,67,37,326
58,36,0,130
11,52,67,316
8,96,0,200
22,56,31,227
72,88,90,518
99,45,0,189
70,11,93,371
11,48,74,329
45,50,59,322
37,11,31,152
15,7,65,224
67,49,49,312
93,92,35,382
73,61,25,270
13,31,49,222
8,83,80,414
37,81,34,301
84,80,8,268
1,11,20,83
14,76,34,268
90,6,59,279
81,46,98,467
5,10,73,244
87,50,65,382
25,61,44,279
22,36,43,223
58,23,62,290
71,26,30,213
72,19,2,116
97,52,79,438
22,1,79,261
8,86,79,417
85,77,97,530
86,16,17,169
90,23,30,226
14,47,77,339
31,94,24,291
41,63,38,281
92,54,41,323
92,30,60,332
58,88,22,300
36,88,30,302
33,45,23,192
95,21,26,215
5,89,79,420
77,50,6,195
23,87,9,224
55,67,44,321
77,47,32,267
12,63,1,141
31,61,23,222
54,70,84,446
52,88,30,318
52,70,53,351
8,35,33,177
41,89,45,354
81,22,44,257
15,17,24,121
65,16,12,133
67,69,70,415
27,46,96,407
45,0,69,252
1,69,58,313
45,97,19,296
8,97,98,496
30,86,1,205
4,95,4,206
88,69,36,334
22,17,22,122
56,77,26,288
80,45,55,335
98,94,84,538
12,50,67,313
51,50,25,226
10,70,26,228
67,82,19,288
84,18,45,255
80,39,81,401
40,77,97,485
57,33,78,357
21,6,71,246
2,84,86,428
7,74,21,218
55,88,76,459
71,74,86,477
60,71,17,253
45,98,47,382
77,57,79,428
84,19,42,248
89,82,44,385
73,45,72,379
61,84,55,394
16,86,15,233
33,8,61,232
9,21,77,282
67,66,96,487
97,60,16,265
31,57,67,346
10,26,78,296
60,32,55,289
19,69,92,433
47,18,70,293
56,24,79,341
42,74,97,481
75,42,9,186
34,20,24,146
23,85,35,298
35,10,89,322
20,6,58,206
56,72,87,461
68,41,74,372
24,54,19,189
47,42,88,395
1,1,34,105
65,0,99,362
45,65,4,187
75,73,16,269
12,19,26,128
24,6,24,108
1,27,14,97
98,28,78,388
95,91,43,406
59,31,79,358
25,29,60,263
63,12,29,174
26,96,53,377
10,35,35,185
65,72,93,488
62,98,14,300
81,37,4,167
91,50,39,308
64,11,13,125
90,23,72,352
50,49,92,424
74,90,64,446
63,18,46,237
86,85,38,370
58,26,44,242
47,33,89,380
23,1,89,292
90,68,54,388
61,61,51,336
73,94,7,282
92,10,49,259
90,59,14,250
81,88,32,353
37,57,81,394
31,30,1,94
66,17,2,106
23,41,96,393
34,88,13,249
35,45,93,404
1,90,7,202
84,40,62,350
2,8,49,165
78,44,38,280
3,14,4,43
94,15,36,232
34,53,81,383
28,43,61,297
5,90,76,413
27,0,76,255
20,90,58,374
64,43,24,222
68,16,23,169
99,42,14,225
28,27,49,229
67,29,46,263
79,1,35,186
86,68,86,480
44,53,63,339
33,13,89,326
49,22,52,249
58,90,54,400
91,98,6,305
6,2,11,43
48,69,92,462
40,96,50,382
14,3,51,173
96,34,85,419
89,55,14,241
30,99,4,240
43,4,10,81
0,6,1,15
37,30,44,229
83,54,14,233
33,80,76,421
97,47,30,281
39,41,71,334
29,65,5,174
87,95,11,310
88,87,99,559
42,88,15,263
63,45,61,336
54,7,77,299
64,74,86,470
86,54,77,425
14,73,5,175
66,81,48,372
89,49,17,238
84,98,31,373
30,27,64,276
12,38,32,184
41,40,96,409
93,3,73,318
37,67,51,324
71,63,61,380
97,67,68,435
15,98,91,484
66,53,0,172
93,69,69,438
1,55,94,393
25,69,90,433
71,56,33,282
6,32,64,262
13,82,55,342
88,78,6,262
77,24,56,293
22,96,43,343
29,48,10,155
21,1,77,254
20,59,60,318
50,6,40,182
13,45,77,334
14,1,20,76
50,3,63,245
5,24,33,152
79,37,17,204
86,92,77,501
7,57,56,289
23,29,90,351
91,22,39,252
85,4,95,378
0,20,16,88
67,96,47,400
51,20,4,103
65,52,95,454
20,27,27,155
53,58,57,340
71,80,18,285
43,72,5,202
34,43,47,261
83,29,40,261
66,41,48,292
71,36,53,302
14,60,25,209
8,57,92,398
30,55,48,284
73,34,83,390
45,29,92,379
58,32,79,359
79,58,5,210
29,48,44,257
11,79,96,457
2,79,55,325
95,94,37,394
93,37,70,377
88,1,98,384
51,69,10,219
48,32,61,295
76,28,9,159
29,59,34,249
59,84,76,455
84,7,8,122
10,96,59,379
14,55,13,163
39,80,94,481
71,72,57,386
73,74,41,344
20,33,95,371
94,19,0,132
71,80,60,411
77,37,73,370
11,70,67,352
77,62,70,411
8,24,74,278
7,81,90,439
76,95,54,428
31,17,67,266
77,0,47,218
3,68,22,205
76,9,79,331
79,0,48,223
90,98,84,538
30,54,98,432
39,31,25,176
7,71,9,176
87,61,39,326
99,85,56,437
54,14,94,364
88,13,55,279
17,4,41,148
24,75,62,360
38,16,9,97
95,25,87,406
22,64,7,171
42,33,55,273
99,75,15,294
58,27,5,127
81,78,48,381
49,71,49,338
93,10,15,158
83,94,47,412
96,3,11,135
43,95,6,251
19,27,38,187
60,69,25,273
97,76,2,255
67,27,54,283
10,11,53,191
12,12,78,270
95,11,64,309
24,3,41,153
0,51,61,285
75,5,43,214
5,92,9,216
84,83,20,310
22,47,44,248
88,29,40,266
2,75,56,320
82,69,23,289
0,26,82,298
50,77,7,225
57,18,75,318
58,23,39,221
89,6,91,374
42,52,64,338
10,20,9,77
39,43,70,335
61,54,62,355
71,39,94,431
14,14,1,45
75,61,59,374
22,78,13,217
97,28,48,297
24,0,53,183
86,0,70,296
82,5,12,128
90,41,55,337
15,43,94,383
91,46,17,234
54,69,83,441
53,37,11,160
4,10,84,276
86,68,90,492
80,87,82,500
71,98,69,474
1,63,71,340
22,20,39,179
36,52,68,344
33,69,29,258
54,71,68,400
90,60,65,405
63,89,51,394
74,47,99,465
80,17,48,258
64,77,96,506
33,28,37,200
12,11,27,115
98,74,26,324
21,72,27,246
60,98,13,295
47,88,83,472
51,91,45,368
79,20,74,341
96,5,87,367
42,5,26,130
74,77,44,360
14,93,53,359
77,54,11,218
16,13,49,189
28,84,31,289
62,60,67,383
70,56,34,284
20,83,85,441
15,10,99,332
99,77,57,424
96,94,76,512
90,52,81,437
58,41,26,218
65,74,33,312
98,23,41,267
34,98,79,467
46,62,21,233
33,78,46,327
30,37,38,218
38,30,18,152
72,87,93,525
74,92,38,372
67,18,54,265
86,90,52,422
54,48,3,159
86,66,21,281
33,64,44,293
49,74,6,215
6,16,99,335
58,9,2,82
62,55,81,415
3,50,24,175
15,17,75,274
3,19,2,47
60,33,87,387
34,53,22,206
27,51,35,234
65,95,78,489
71,93,55,422
51,99,93,528
82,51,19,241
65,64,29,280
49,48,75,370
35,98,68,435
49,69,68,391
36,45,91,399
8,66,1,143
16,0,23,85
42,66,40,294
18,86,73,409
16,17,8,74
34,55,51,297
51,0,68,255
54,98,67,451
37,26,27,170
87,45,30,267
19,1,55,186
16,25,81,309
40,78,27,277
31,66,82,409
22,30,96,370
31,65,9,188
40,31,47,243
83,47,89,444
30,15,79,297
58,19,99,393
91,54,21,262
97,58,90,483
78,69,82,462
0,73,40,266
14,42,42,224
96,63,46,360
95,53,26,279
89,57,32,299
9,72,9,180
2,8,78,252
85,31,98,441
68,23,58,288
86,51,82,434
33,32,75,322
75,66,46,345
58,7,12,108
73,73,82,465
84,75,71,447
34,74,69,389
87,8,56,271
50,64,95,463
86,90,26,344
4,94,53,351
18,86,79,427
51,99,68,453
74,99,20,332
58,46,77,381
78,89,63,445
12,28,38,182
58,15,42,214
4,17,41,161
88,84,21,319
77,87,9,278
71,21,84,365
16,73,88,426
71,40,72,367
49,47,74,365
2,36,77,305
0,4,6,26
56,98,92,528
31,80,58,365
14,77,3,177
17,35,95,372
33,90,49,360
85,60,8,229
78,8,57,265
9,61,49,278
80,41,39,279
36,70,87,437
54,1,3,65
2,39,18,134
66,31,14,170
28,88,51,357
78,42,71,375
88,23,65,329
24,10,25,119
33,68,0,169
59,45,9,176
23,2,95,312
91,92,33,374
93,69,40,351
45,84,64,405
12,87,83,435
30,0,19,87
57,14,49,232
70,50,16,218
62,90,23,311
74,90,33,353
30,10,15,95
47,74,62,381
12,29,98,364
39,59,7,178
65,64,92,469
63,56,10,205
56,52,81,403
25,54,10,163
94,49,88,456
56,31,75,343
3,87,39,294
45,21,98,381
6,68,55,307
78,98,12,310
78,15,10,138
46,16,28,162
86,79,53,403
41,89,14,261
49,64,68,381
65,1,7,88
92,54,64,392
86,11,49,255
6,2,83,259
60,9,82,324
81,6,84,345
76,38,70,362
95,8,76,339
44,31,30,196
88,96,4,292
88,64,6,234
34,58,11,183
72,52,96,464
22,91,10,234
99,54,93,486
57,79,91,488
28,1,6,48
66,27,66,318
9,5,56,187
23,97,29,304
67,90,80,487
55,0,11,88
36,64,69,371
28,90,49,355
78,15,93,387
21,57,76,363
61,76,63,402
45,94,76,461
20,53,28,210
99,54,22,273
52,97,72,462
41,39,70,329
1,41,17,134
23,81,72,401
47,25,41,220
82,65,97,503
15,41,82,343
1,36,75,298
47,73,70,403
73,43,8,183
45,50,61,328
68,64,76,424
45,91,15,272
45,0,89,312
91,32,15,200
59,43,1,148
79,36,79,388
94,66,11,259
31,39,52,265
93,61,69,422
4,66,11,169
32,16,20,124
75,6,90,357
6,40,37,197
14,33,96,368
45,99,44,375
32,83,57,369
82,41,63,353
53,22,52,253
67,15,11,130
6,48,60,282
79,36,8,175
82,58,79,435
35,8,60,231
24,88,75,425
12,10,71,245
3,67,35,242
64,12,40,208
30,16,15,107
2,80,99,459
52,15,3,91
42,49,39,257
31,29,51,242
62,63,7,209
94,53,44,332
89,44,84,429
23,43,36,217
35,55,54,307
32,98,26,306
54,48,86,408
48,54,12,192
6,72,46,288
94,90,13,313
52,96,38,358
33,32,55,262
46,85,87,477
30,51,0,132
88,95,55,443
71,9,47,230
40,22,38,198
7,66,2,145
76,11,20,158
58,93,75,469
0,96,16,240
3,55,90,383
83,20,92,399
7,28,81,306
49,73,44,327
90,74,33,337
91,24,71,352
76,94,41,387
36,83,77,433
82,98,68,482
3,40,45,218
5,99,70,413
91,91,93,552
56,94,53,403
23,12,19,104
78,99,50,426
71,71,93,492
41,45,80,371
65,83,94,513
88,66,79,457
99,21,58,315
82,28,68,342
54,68,35,295
63,42,41,270
85,31,15,192
63,43,84,401
99,63,32,321
43,49,98,435
38,60,75,383
23,91,47,346
2,98,45,333
75,60,13,234
67,11,33,188
81,22,6,143
48,61,18,224
75,86,52,403
58,29,61,299
82,79,51,393
88,98,11,317
39,8,9,82
60,18,5,111
80,80,79,477
61,22,44,237
25,25,13,114
1,45,2,97
90,23,25,211
23,69,49,308
38,46,92,406
37,8,43,182
31,29,95,374
91,11,62,299
33,55,74,365
11,82,95,460
45,51,77,378
81,90,6,279
55,95,82,491
2,74,90,420
53,61,38,289
24,36,95,381
46,26,13,137
79,49,63,366
66,67,44,332
79,97,65,468
11,67,9,172
50,67,68,388
40,38,59,293
49,58,11,198
35,89,26,291
90,53,24,268
68,2,94,354
66,81,28,312
51,73,89,464
83,8,44,231
29,1,64,223
13,43,63,288
58,51,91,433
9,22,74,275
51,66,22,249
9,4,35,122
27,80,41,310
18,38,48,238
18,77,68,376
21,0,26,99
77,6,1,92
61,24,75,334
15,77,73,388
71,97,57,436
1,7,70,225
55,94,37,354
36,74,44,316
4,6,39,133
34,79,25,267
37,74,20,245
97,47,79,428
4,83,41,293
76,87,69,457
22,41,99,401
89,15,23,188
85,17,9,146
65,40,81,388
47,63,30,263
85,28,4,153
8,27,72,278
14,26,34,168
42,46,16,182
58,76,92,486
75,70,66,413
27,86,96,487
4,58,92,396
59,2,21,126
26,97,63,409
36,5,41,169
31,23,64,269
82,4,86,348
68,23,96,402
0,32,90,334
42,48,91,411
90,74,27,319
64,39,58,316
34,66,3,175
28,24,82,322
44,10,3,73
8,56,30,210
5,8,30,111
39,69,89,444
27,66,86,417
43,24,50,241
2,96,13,233
81,43,46,305
34,11,68,260
31,84,13,238
37,45,18,181
17,80,93,456
83,34,32,247
28,86,39,317
84,48,63,369
50,76,27,283
89,24,8,161
91,63,89,484
26,26,62,264
0,7,93,293
28,32,58,266
71,54,9,206
59,46,63,340
62,79,62,406
24,76,54,338
50,44,48,282
69,48,24,237
84,70,90,494
76,73,0,222
22,24,8,94
28,72,73,391
87,68,11,256
21,34,25,164
57,53,90,433
27,17,5,76
62,15,43,221
96,64,27,305
83,8,55,264
6,59,59,301
52,81,39,331
43,0,70,253
87,50,44,319
93,91,27,356
26,37,35,205
94,74,3,251
21,93,1,210
48,7,52,218
28,38,6,122
66,85,89,503
37,43,27,204
80,60,48,344
5,25,60,235
49,50,46,287
65,44,70,363
79,24,2,133
92,92,27,357
92,51,10,224
23,25,55,238
64,66,78,430
24,0,81,267
67,2,16,119
29,48,54,287
66,41,65,343
38,20,95,363
39,51,59,318
75,89,27,334
2,44,45,225
4,29,47,203
10,40,56,258
5,63,88,395
71,84,20,299
48,73,59,371
95,68,17,282
7,0,61,190
38,73,18,238
30,70,42,296
88,83,15,299
2,21,75,269
97,94,49,432
46,75,89,463
85,14,13,152
52,81,24,286
96,51,3,207
76,97,36,378
97,5,19,164
41,77,88,459
62,30,55,287
90,10,69,317
16,37,18,144
2,54,97,401
62,63,72,404
97,21,22,205
41,85,47,352
57,3,22,129
72,84,40,360
50,31,98,406
56,89,17,285
44,71,10,216
53,0,31,146
82,91,43,393
87,86,59,436
45,41,46,265
17,97,98,505
34,16,5,81
51,62,3,184
6,74,93,433
86,22,57,301
29,41,74,333
58,85,56,396
29,44,46,255
54,25,38,218
38,45,24,200
29,21,82,317
95,66,77,458
56,73,92,478
41,36,46,251
54,64,92,458
71,75,4,233
39,88,12,251
23,80,5,198
49,11,94,353
36,19,32,170
18,41,51,253
99,92,47,424
93,24,94,423
8,41,38,204
57,51,34,261
4,7,20,78
48,78,36,312
30,92,78,448
85,58,99,498
66,55,94,458
65,34,13,172
5,17,20,99
28,92,61,395
52,64,86,438
77,19,73,334
47,41,21,192
5,33,41,194
24,5,16,82
65,98,1,264
5,32,5,84
21,29,9,106
82,27,95,421
85,32,4,161
59,96,70,461
14,27,33,167
29,1,57,202
45,66,57,348
19,19,61,240
33,69,97,462
37,97,97,522
96,65,58,400
78,93,5,279
11,86,57,354
98,47,43,321
47,4,36,163
50,88,76,454
23,11,46,183
13,17,20,107
91,99,83,538
87,3,38,207
8,89,21,249
57,94,49,392
40,75,79,427
65,58,14,223
87,31,98,443
36,70,71,389
43,71,51,338
64,6,51,229
28,78,99,481
9,25,69,266
8,95,73,417
34,52,86,396
8,41,78,324
31,40,92,387
69,82,35,338
22,47,15,161
56,63,76,410
98,13,25,199
53,16,40,205
1,51,77,334
35,49,15,178
32,61,72,370
77,43,33,262
4,64,34,234
16,6,53,187
73,42,27,238
42,46,45,269
91,9,39,226
92,63,89,485
65,57,72,395
95,73,54,403
62,57,16,224
71,39,68,353
21,99,73,438
62,13,74,310
86,87,88,524
22,1,0,24
55,96,2,253
91,14,27,200
98,10,94,400
12,45,5,117
9,4,91,290
39,58,22,221
6,47,11,133
18,61,11,173
52,58,1,171
68,99,49,413
30,57,99,441
55,1,65,252
78,60,0,198
52,3,91,331
7,55,13,156
33,62,79,394
61,89,88,503
36,89,95,499
73,84,99,538
70,70,52,366
95,57,5,224
48,13,89,341
78,62,53,361
26,36,93,377
50,85,10,250
31,50,67,332
39,60,16,207
38,42,79,359
93,27,77,378
51,54,36,267
97,55,22,273
90,86,14,304
49,67,9,210
69,77,90,493
18,85,9,215
79,36,43,280
33,3,37,150
89,46,90,451
69,7,64,275
39,5,85,304
90,29,23,217
34,11,70,266
93,52,64,389
74,89,30,342
82,86,73,473
45,14,84,325
78,39,68,360
41,36,90,383
42,78,51,351
39,86,13,250
16,4,36,132
82,46,86,432
39,33,74,327
34,85,57,375
71,67,40,325
89,53,57,366
11,26,42,189
70,48,25,241
32,94,56,388
31,46,9,150
57,94,11,278
34,66,6,184
68,15,82,344
84,79,14,284
3,3,19,66
60,50,32,256
33,13,8,83
72,5,8,106
12,37,27,167
0,30,43,189
85,44,56,341
25,43,70,321
28,1,25,105
41,25,88,355
59,65,94,471
57,36,44,261
33,81,39,312
81,12,16,153
71,5,85,336
8,62,54,294
69,21,88,375
36,66,61,351
50,61,8,196
62,59,62,366
59,6,10,101
56,0,28,140
84,54,23,261
36,50,46,274
87,66,53,378
11,35,5,96
46,5,48,200
23,87,35,302
66,37,57,311
98,56,2,216
1,87,66,373
76,25,22,192
22,81,78,418
46,94,5,249
60,51,92,438
3,18,9,66
59,36,50,281
63,91,94,527
54,46,13,185
27,17,13,100
71,67,85,460
19,2,51,176
4,92,0,188
83,81,86,503
87,89,22,331
30,37,4,116
0,52,96,392
45,39,94,405
89,64,38,331
54,6,84,318
81,55,34,293
40,31,31,195
55,75,79,442
62,4,64,262
97,45,42,313
92,90,75,497
98,33,73,383
19,73,79,402
7,48,65,298
53,83,68,423
18,90,88,462
46,94,92,510
46,66,20,238
87,28,18,197
32,33,66,296
0,2,80,244
14,26,72,282
41,62,55,330
20,16,7,73
12,7,55,191
62,71,52,360
96,36,53,327
58,31,94,402
44,24,18,146
20,10,39,157
65,86,4,249
47,20,90,357
23,21,20,125
83,62,12,243
66,3,65,267
15,85,56,353
97,22,55,306
86,51,36,296
81,84,9,276
23,8,27,120
38,14,51,219
64,53,98,464
57,77,62,397
58,53,77,395
93,82,70,467
58,72,8,226
85,3,4,103
95,54,45,338
64,10,47,225
26,77,78,414
48,60,11,201
63,91,23,314
47,17,98,375
79,94,12,303
12,59,24,202
32,8,74,270
18,64,86,404
32,23,37,189
38,53,93,423
71,63,85,452
74,58,98,484
23,55,70,343
5,78,51,314
58,62,48,326
37,56,66,347
11,86,5,198
87,48,82,429
77,80,73,456
15,36,94,369
85,54,14,235
97,36,14,211
32,42,51,269
95,51,7,218
91,92,95,560
10,95,14,242
26,74,82,420
8,89,94,468
50,3,76,284
4,49,20,162
82,9,75,325
94,31,68,360
45,84,92,489
51,30,39,228
8,22,55,217
51,4,5,74
55,65,4,197
72,39,71,363
45,89,10,253
45,88,22,287
22,96,70,424
63,19,34,203
82,75,34,334
60,53,85,421
38,65,76,396
15,95,17,256
21,35,76,319
66,91,10,278
53,62,33,276
15,91,11,230
92,87,3,275
23,72,68,371
91,62,87,476
9,98,84,457
27,60,10,177
28,99,54,388
11,52,27,196
21,46,60,293
21,81,31,276
11,97,36,313
87,91,76,497
50,27,4,116
27,83,9,220
99,45,44,321
30,80,26,268
57,52,53,320
80,79,93,517
61,11,59,260
96,75,84,498
0,34,98,362
94,15,55,289
39,68,52,331
84,49,13,221
83,99,56,449
55,92,84,491
73,94,68,465
20,46,10,142
9,5,80,259
50,67,77,415
0,25,49,197
86,71,98,522
89,23,70,345
99,13,30,215
14,40,59,271
99,46,8,215
30,27,58,258
55,85,89,492
18,43,87,365
72,22,14,158
53,86,79,462
74,12,18,152
9,41,1,94
19,69,21,220
54,1,98,350
70,30,58,304
62,12,12,122
21,96,74,435
40,87,88,478
32,61,93,433
29,89,95,492
69,98,62,451
52,25,60,282
98,53,11,237
64,17,32,194
30,91,7,233
71,97,56,433
37,79,61,378
52,56,56,332
20,34,86,346
83,1,26,163
51,35,14,163
57,47,5,166
75,6,54,249
35,20,68,279
14,65,42,270
21,92,30,295
95,97,34,391
12,75,32,258
19,61,2,147
67,69,4,217
12,57,92,402
85,12,50,259
4,21,37,157
29,11,47,192
22,84,48,334
84,65,41,337
45,81,85,462
49,12,10,103
90,15,92,396
29,95,24,291
86,77,19,297
68,53,39,291
96,42,41,303
12,89,71,403
88,29,19,203
98,45,65,383
89,97,29,370
72,48,94,450
66,97,34,362
89,45,2,185
56,9,69,281
52,6,67,265
49,79,38,321
96,55,68,410
44,99,30,332
31,34,10,129
75,80,75,460
2,21,81,287
61,94,99,546
93,70,78,467
22,5,83,281
51,16,72,299
78,84,1,249
86,81,9,275
72,81,0,234
0,89,82,424
52,84,78,454
38,33,75,329
78,79,68,440
2,94,73,409
89,47,70,393
12,66,79,381
61,80,51,374
82,58,3,207
41,53,83,396
22,31,78,318
44,32,64,300
32,62,40,276
58,19,9,123
78,85,5,263
81,68,79,454
1,86,87,434
26,35,19,153
50,85,9,247
54,83,97,511
6,14,69,241
12,16,57,215
28,25,75,303
23,1,26,103
30,72,6,192
66,37,85,395
44,30,4,116
92,86,32,360
75,50,42,301
0,47,63,283
70,13,17,147
2,40,37,193
14,34,57,253
52,66,60,364
37,30,88,361
62,56,20,234
17,4,20,85
39,10,73,278
64,41,80,386
84,68,23,289
10,78,33,265
60,43,87,407
68,81,70,440
28,11,29,137
34,83,78,434
31,41,44,245
64,35,9,161
83,4,24,163
96,52,14,242
64,1,74,288
47,53,37,264
61,64,68,393
69,55,5,194
62,61,95,469
80,13,10,136
44,49,73,361
8,31,35,175
79,70,7,240
29,68,11,198
71,75,74,443
65,58,9,208
67,23,49,260
66,54,32,270
80,55,22,256
38,98,16,282
90,89,7,289
81,44,84,421
21,99,98,513
22,71,16,212
92,74,40,360
50,93,65,431
28,68,2,170
77,86,72,465
63,99,15,306
0,87,45,309
24,17,86,316
82,1,35,189
5,26,82,303
63,64,3,200
32,33,65,293
97,39,32,271
48,35,68,322
84,73,98,524
66,53,88,436
63,64,72,407
39,72,79,420
33,17,18,121
77,90,9,284
91,95,45,416
75,3,83,330
92,27,5,161
9,30,96,357
37,84,60,385
82,77,89,503
80,35,70,360
13,20,53,212
61,45,59,328
73,1,12,111
33,19,84,323
55,18,57,262
51,56,63,352
72,12,28,180
99,25,55,314
2,59,20,180
54,95,7,265
79,6,48,235
50,81,66,410
91,85,84,513
4,96,56,364
84,73,81,473
26,17,80,300
2,33,65,263
40,10,16,108
59,84,62,413
1,96,12,229
92,65,34,324
23,75,14,215
40,54,31,241
89,65,68,423
62,14,6,108
56,12,32,176
99,7,90,383
66,85,76,464
96,8,5,127
41,15,7,92
65,79,4,235
27,81,72,405
11,65,98,435
76,24,61,307
51,2,27,136
54,91,40,356
91,49,39,306
34,24,76,310
78,29,38,250
58,91,33,339
77,17,84,363
22,26,3,83
32,57,43,275
79,35,29,236
53,90,77,464
45,6,88,321
20,77,75,399
12,45,16,150
15,34,70,293
78,24,90,396
39,43,51,278
70,0,19,127
36,1,18,92
61,38,52,293
28,70,0,168
85,0,99,382
27,26,90,349
29,56,28,225
90,72,7,255
68,83,6,252
47,18,77,314
20,49,95,403
23,71,6,183
81,24,16,177
36,27,96,378
95,19,32,229
25,62,22,215
25,94,3,222
38,69,26,254
2,92,20,246
88,99,8,310
42,43,24,200
94,4,88,366
8,42,15,137
20,35,25,165
68,69,30,296
81,9,78,333
65,43,6,169
52,96,53,403
14,90,94,476
55,28,71,324
58,16,26,168
38,43,2,130
25,18,77,292
69,91,90,521
97,21,52,295
